楊東穎診所,,高雄市左營區自由三路327號1樓
陳建志耳鼻喉科診所,5580318,高雄市左營區自由二路228號1樓
林淳生診所,,高雄市左營區左營大路471號1樓
心方診所,07-3450697,高雄市左營區華夏路729號1樓
蔡東隆診所,5567653,高雄市左營區富國路39號１樓
欣正中診所,5555171,高雄市左營區南屏路245號1F
乃聖診所,3482853,高雄市左營區文強路232號1樓
嘉柏雅診所,75562988,高雄市左營區富民路291號4樓
康耀診所,73590382,高雄市左營區華夏路1335號1樓
鍾愛一身診所,073426156/3426171,高雄市左營區民族一路1080之2號1-2樓
易康診所,73490789,高雄市左營區新庄仔路179-6號3樓
自由維格診所,75509237,高雄市左營區自由二路98號1-5樓
柯銘澤耳鼻喉科診所,5590020,高雄市左營區忠言路81號1樓
文川家庭診所,73593027,高雄市左營區文川路128號1樓
德能診所,07-5857673,高雄市左營區左營大路692號1、2、3樓
彌馨診所,07-8629880,"高雄市左營區至聖路288號1
聖康診所,07-3461136,高雄市左營區華夏路971號1F
巨蛋法泊時尚診所,5585838,高雄市左營區博愛二路654號1樓、656號1樓
欣聖診所,07-5560525,高雄市左營區自由二路143號1F
中山診所,5509000,高雄市左營區明誠二路427號2.3.5樓
幸福診所,,高雄市左營區軍校路218號1、2樓
中心小兒科診所,3497778,高雄市左營區新庄仔路179-6號2樓
蔡佳祝皮膚科診所,,高雄市左營區崇德路287.289號1.2樓
心晴診所,3463099,高雄市左營區民族一路1032號1樓
鄭倩寧家醫科診所,5508375,高雄市左營區自由二路226號1樓
恩欣小兒科診所,3451966,高雄市左營區自由四路324號1樓
陽光診所,3412598,高雄市左營區自由三路176號1樓
哲民診所,5570500,高雄市左營區明誠二路500號1樓
親子診所,3463877,高雄市左營區民族一路1030號1樓
廖耳鼻喉科診所,5509691,高雄市左營區富國路343號1樓
河堤美先皮膚科診所,9745111,高雄市左營區明誠二路180號1.2樓
東陽診所,3457778,高雄市左營區華夏路626號1.2樓
許英哲張漢明耳鼻喉科診所,3592268,高雄市左營區華夏路1139號1樓
米蘭時尚診所,07-5589766,"高雄市左營區博愛二路458號1
賴孟德診所,3439801,高雄市左營區孟子路608號
心樂診所,3421968,高雄市左營區榮佑路9號1樓、夾層
佳醫麗晶皮膚科診所,75582658,高雄市左營區自由二路220號1、2樓
亞洲時尚診所,75561858,高雄市左營區安吉街437號1、2樓
膚康診所,73502209,高雄市左營區自由三路266之5號1樓
星和診所,,高雄市左營區博愛三路2號2、3樓
許筌淵診所,,高雄市左營區富民路301號1樓
林俊谷診所,,高雄市左營區福山里民族一路1028-19號1樓
蔡欣彥振亮診所,75879799,高雄市左營區城南里左營大路156號1樓
黃伯達診所,07-3759600,高雄市仁武區仁和里仁忠路75號1樓
尚清診所,07-3758955,高雄市仁武區中華路245號1-3樓、243號2-3樓
劉內兒科診所,073718727,高雄市仁武區仁心路6號、15號
仁新診所,073719825,高雄市仁武區仁心路56號
長恩聯合診所,3985975,高雄市仁武區仁忠路83號
養生診所,073711449,高雄市仁武區仁武里中正路１５７號
仁里診所,073729609,高雄市仁武區仁樂街２０２號
廣安診所,073718819,高雄市仁武區仁雄路１３之１９號
健全診所,073711040,高雄市仁武區仁樂街１９０號
易生診所,073741124,高雄市仁武區中華路３０６號
林俊志診所,3739066,高雄市仁武區仁雄路13-28號1樓
銘成診所,07-3741288,高雄市仁武區八德西路2322號
健欣診所,07-3717928,高雄市仁武區八卦里50鄰八德中路59號1樓
蔡定洲耳鼻喉科診所,3756161,高雄市仁武區八德西路2300號1樓
揚善診所,3758419,高雄市仁武區仁樂街178號
仁武好心診所,07-3719895,高雄市仁武區文武里中正路301號1F
冠升診所,3711607,高雄市仁武區中華路252號1樓
大林診所,,高雄市仁武區仁雄路9號
仁雄診所,3741298,高雄市仁武區仁雄路15-1號1樓
吉安診所,07-3734731,高雄市仁武區八卦里八德南路100巷6號1樓
安田診所,07-3749697,高雄市仁武區大灣里八德南路556號1樓
長青診所,07-3756789,高雄市仁武區八德南路602號1樓
德應診所,07-3728298,高雄市仁武區八卦里永仁街209號1樓
陽光診所,07-3755500,高雄市仁武區中華路255號
杏仁內兒科診所,073523379,高雄市大社區大新路１－３號
李文賢診所,073511397,高雄市大社區觀音里三民路２５７號
陳文泙診所,073535100,高雄市大社區三民路２４７號
富安診所,073514610,高雄市大社區金龍路１３８號
德全診所,,高雄市大社區金龍路３７５號
吉田診所,073543381,高雄市大社區中山路72號
王裕郎小兒科診所,073550619,高雄市大社區中山路３１７號
健安診所,07-3512121,高雄市大社區中山路100號
大社喉安診所,3527755,高雄市大社區翠屏路86-6號1樓
沁田診所,07-3514056,高雄市大社區中華路16之42號
恩典診所,3543969,高雄市大社區中山路293號
佳愛診所,3542888,高雄市大社區自強街26-3號1樓
福生診所,07-3550367,高雄市大社區中山路42-8號1樓
仁康診所,07-6262988,高雄市岡山區介壽路74號1-2樓
林邦勝診所,07-6214837,高雄市岡山區岡山里壽天路13-1號
李漢傑皮膚科診所,6236488,高雄市岡山區岡山路402號1樓
黃仲達診所,07-6297898,高雄市岡山區柳橋東路9-2號1樓
三ㄧ診所,07-6258807,高雄市岡山區柳橋西路ㄧ段13號1樓
家佑診所,6211919,高雄市岡山區大仁路109號1樓
維心診所,07-6231829,高雄市岡山區岡山路314號
侯俊君診所,07-6225267,高雄市岡山區校前路3號
陳國俊小兒科診所,07-6210353,高雄市岡山區岡山路73號
吳中仁診所,07-6231223,高雄市岡山區大德三路63號1樓
岡山家福耳鼻喉科診所,07-6219595,高雄市岡山區岡山路312-1號1樓
永順診所,07-6218737,高雄市岡山區岡山路72號1-2樓
林志仁診所,076231816,高雄市岡山區壽華路１２９號
聖明診所,,高雄市岡山區民有路-二十三號一樓
新博愛診所,07-6215799,高雄市岡山區大德一路15號1樓2樓
劉俊鴻診所,6297707,高雄市岡山區岡山路81號1樓
林怡仁診所,6228926,高雄市岡山區岡燕路320號
辛辛診所,6222028,高雄市岡山區民有路5號
莊志明診所,6218288,高雄市岡山區柳橋東路15-1號1樓
楊禮瑜診所,07-6233598,高雄市岡山區柳橋東路30號
仁仁診所,076224002,高雄市岡山區岡山路２００號
黃耳鼻喉科診所,076263466,高雄市岡山區岡山路３４７之１號
盧榮福內兒科診所,076261515,高雄市岡山區仁壽路３９號
杜內兒科診所,076212273,高雄市岡山區維新路２５號
劉志廷家庭醫學科診所,076228617,高雄市岡山區維新路５１號
陳振忠內兒科診所,076213202,高雄市岡山區壽天路３７－２號
蔣榮福診所,076228719,高雄市岡山區中山南路452號
簡耳鼻喉科診所,076220660,高雄市岡山區壽華路４８號
欣仁耳鼻喉科診所,076233339,高雄市岡山區岡燕路17號
黃子育診所,076210707,高雄市岡山區前峰路39號
振華診所,076268916,高雄市岡山區公園西路二段１１１號
黃明正耳鼻喉科診所,076230366,高雄市岡山區民有路５６號
蘇俊明小兒科診所,6223189,高雄市岡山區平和路200號
安祥皮膚科診所,6235527,高雄市岡山區岡山路97號1樓
安泰診所,6235985,高雄市岡山區岡山路434號4樓﹝5B﹞
莊診所,076213206,高雄市岡山區開元街１１５號
翁仁茂診所,076260039,高雄市岡山區公園西路三段１２３號
吳博明診所,076212125,高雄市岡山區平和路７９－１號
安生診所,076263759,高雄市岡山區民族路５９號
文凱診所,076212308,高雄市岡山區仁安街７號
黃啟禎診所,076212075,高雄市岡山區岡山路３２７號
王宏育診所,07-622897207-6228973,高雄市岡山區岡山路２６０號
得安診所,076257785,高雄市岡山區前峰路４１號
鄧明壽診所,076212264,高雄市岡山區壽華路36號
太原診所,076229889,高雄市岡山區民生街７號
皇明診所,076263592,高雄市岡山區公園西路三段86之1號
天佑診所,076224457,高雄市岡山區嘉興路１１７號
呂朝英診所,076222512,高雄市岡山區大仁北路一三二之三號
吳宗慶診所,076229868,高雄市岡山區中山北路４７號
吳內兒科診所,076967697,高雄市路竹區竹南里中山路６３８號
久田耳鼻喉科診所,076962064,高雄市路竹區忠孝路５６號
惠明家庭醫學科診所,076967978,高雄市路竹區大社路１７７之１號
王耳鼻喉科診所,076963097,高雄市路竹區金平路310號
佳恩小兒科診所,6073355,高雄市路竹區大社路135號1樓
蘇進添小兒科診所,6971769,高雄市路竹區中興路236號
昭欽診所,6953055,高雄市路竹區太平路183之2號
萬全診所,076962632,高雄市路竹區竹東里中山路１０４３號
劉有宏診所,076963693,高雄市路竹區竹東里中山路９０５號
尚愛診所,076977353,高雄市路竹區社西里大社路２２１號
長星診所,076973411,高雄市路竹區大社路６８號
佑民小兒科診所,60722113812029,高雄市路竹區中和街180號
馨美診所,6074999,高雄市路竹區大社路157號
國良診所,6076686,高雄市路竹區大社路27號
蘇玉良診所,6968248,高雄市路竹區大同路326號
仁澤診所,07-6076000,高雄市路竹區竹西里國昌路331號
德滬診所,6983217,高雄市路竹區華山路103號1號
麗竹皮膚科診所,07-6963617,高雄市路竹區大社路154號1樓
安心耳鼻喉科診所,07-6071288,高雄市路竹區大社路94號1樓
新園診所,07-6951718,高雄市路竹區下坑里太平路244號
路竹診所,07-6076111,高雄市路竹區文南里國昌路136號
玉焜診所,6312226,高雄市阿蓮區信義路115號
郭診所,076313243,高雄市阿蓮區民族路９５號
健民診所,076310545,高雄市阿蓮區青旗里１３鄰１１２號
祥安診所,076314527,高雄市阿蓮區中正路６８５號
大醫診所,076310366,高雄市阿蓮區中山路２６８號
一心堂診所,062375010,高雄市阿蓮區中正路４５１號
明達診所,6321857,高雄市阿蓮區忠孝路135號
聖心診所,6313288,高雄市阿蓮區中正路423號
上恩診所,6321666,高雄市阿蓮區中正路653、655號
明成親子診所,07-6319789,高雄市阿蓮區民權路95、97號
萬民診所,07-6320288,高雄市阿蓮區中山路56號
阿蓮康健診所,07-6317288,高雄市阿蓮區中正路383號
簡萬杰診所,076166674,高雄市燕巢區中民路５５８號
仁濟診所,076161698,高雄市燕巢區西燕里中西路７０巷７８號
王富民診所,076168772,高雄市燕巢區中民路５２６之４號
銘仁診所,6161681,高雄市燕巢區中民路690號
欣宏診所,07-6140699,高雄市燕巢區中興路28號
凱得診所,07-6142686,高雄市燕巢區中民路429號1樓
吳宏彰診所,07-6163160,高雄市燕巢區安招里中民路861號1樓及863號1樓
行政院國軍退除役官兵輔導委員會岡山榮譽國民之家醫務室,076160110,高雄市燕巢區成功路１號
上仁內兒科診所,076111323,高雄市橋頭區橋頭路４５號
淑雍聯合診所,076118557,高雄市橋頭區成功路１４０號
慈德診所,3135268,高雄市橋頭區仕豐路97號
陳性良診所,076127655,高雄市橋頭區隆豐路220號
蔡熾賢診所,076127975,高雄市橋頭區隆豐路２４０號
清華診所,076113628,高雄市橋頭區成功路２１號
廖俊安診所,07-6125292,高雄市橋頭區樹德路63號1樓
琮安診所,6120590,高雄市橋頭區成功南路148巷8號1樓
崇愛內兒科診所,076113194,高雄市橋頭區成功路２２４號
甲安診所,076122651,高雄市橋頭區甲北里甲昌路１３２號
正心診所,6128080,高雄市橋頭區隆豐路170號1樓
慈生內兒科診所,076113601,高雄市橋頭區橋南路８２號
黃永富診所,6195046,高雄市梓官區光明路64號
三和診所,076176316,高雄市梓官區梓信里民權街１４９號
宏瑋診所,076105303,高雄市梓官區嘉展路４０２號
蔡政達診所,076173295,高雄市梓官區廣澤路２０號
黃重器診所,76105664,高雄市梓官區大舍里大舍南路３０號
崇安診所,076179387,高雄市梓官區進學路９號
張世彬診所,6175360,高雄市梓官區光明路148號
梓安診所,6161561,高雄市梓官區中正路319號
祐安小兒科診所,3110519,高雄市梓官區梓官路237號
進學診所,6107738,高雄市梓官區進學路124號
梓官鴻裕診所,,高雄市梓官區中崙路265號1樓
龐內兒科診所,076172367,高雄市梓官區大舍北路２巷２號
濟民診所,076177507,高雄市彌陀區中正路１０２號
蔡坤男診所,076106017,高雄市彌陀區中正路７７號
長生診所,,高雄市彌陀區中正路2號
平安診所,07-6191116,高雄市彌陀區中正路233-1號
曾惠育診所,6911897,高雄市永安區永安路37號
永健診所,076993870,高雄市湖內區中正路一段３０號
王文才診所,076995211,高雄市湖內區中正路二段４５號
仁佑診所,076998897,高雄市湖內區中正路一段１２０號
康文銘診所,076997438,高雄市湖內區中華街１４８號
海安診所,076995937,高雄市湖內區信義路１０１之２號
新大湖黃診所,07-6938543,高雄市湖內區中山路一段432-2號
富田森林診所,07-6992189,高雄市湖內區中正路一段59號1樓
湖康診所,07-6997126,高雄市湖內區中正路一段397號
方舟診所,76935692,高雄市湖內區民權路１58號
江泰興耳鼻喉科診所,077422296,高雄市鳳山區澄清路９７號
國仁內兒科診所,077461855,高雄市鳳山區中山西路２－３號
中心內兒科診所,077468153,高雄市鳳山區中正路１１８號
謝內兒科診所,077410915,高雄市鳳山區光遠路３０５號
陳弘列內兒科診所,078111227,高雄市鳳山區五甲二路６９７號
陳上文內兒科診所,077012738,高雄市鳳山區中山東路４６５號
呂忠勳診所,077173175,高雄市鳳山區南京路４０７號
清水診所,077619911,高雄市鳳山區瑞隆東路４０號
羅小兒科診所,077418248,高雄市鳳山區青年路二段１７３號
楊寶麟小兒科診所,077479092,高雄市鳳山區南京路３１２號
俊榮小兒科診所,077431365,高雄市鳳山區光復路一段１４號
錦明小兒科診所,078310466,高雄市鳳山區自強二路１７1號
信宜診所,077170357,高雄市鳳山區新富路５１８號
林錦浩耳鼻喉科診所,077419880,高雄市鳳山區光遠路２６０號
韓台基診所,077262527,高雄市鳳山區新富路３３３號
文衡診所,(07)7478185,高雄市鳳山區文衡路３４４號
王清敏皮膚科診所,077190474,高雄市鳳山區文衡路４６號
正光診所,077415891,高雄市鳳山區中正路２０３號一、三樓
林基碧診所,077464219,高雄市鳳山區五甲一路１０１號
劉炳權診所,078151945,高雄市鳳山區五甲二路４１９號
蔡崇毅診所,077021651,高雄市鳳山區仁愛路１２號
李梓堯耳鼻喉科診所,077101995,高雄市鳳山區三民路１９２號
佳音皮膚科診所,077103304,高雄市鳳山區中山路７３之５號
陳茂展診所,077107302,高雄市鳳山區鳳松路６１號
林耳鼻喉科診所,077513087,高雄市鳳山區五甲二路３４５號
唯均耳鼻喉科診所,077638199,高雄市鳳山區海洋二路１３９號
上健診所,077532687,高雄市鳳山區中崙四路12號一Ｆ
蔡耳鼻喉科診所,077196901,高雄市鳳山區中山西路277號
德恩診所,077194722,高雄市鳳山區王生明路133號
昭融耳鼻喉科診所,077167791,高雄市鳳山區新富路３６２號
黃大沅小兒科診所,077109299,高雄市鳳山區青年路二段468號
陳皮膚科診所,078158068,高雄市鳳山區龍成路８號
萬安診所,078412633,高雄市鳳山區五甲三路62號
許耳鼻喉科診所,078226482,高雄市鳳山區五甲二路４９９號
上文耳鼻喉科診所,077219442,高雄市鳳山區五甲二路３２７號
柯適中皮膚科診所,078133167,高雄市鳳山區五甲二路679號
澄明診所,077633595,高雄市鳳山區國富路２８號
陳俊宏小兒科診所,077450066,高雄市鳳山區五甲一路８５號
盧信昭皮膚科診所,0728266997278664,高雄市鳳山區五甲二路４４4號一樓
陳柏蒼耳鼻喉科診所,7775388,高雄市鳳山區文衡路四八○號
陳重志聯合診所,7427329,高雄市鳳山區光復路一段１３９號
郭崇志診所,7100192,高雄市鳳山區光復路一段171號
蔡重榮診所,,高雄市鳳山區經武路244號
上禾診所,7776070,高雄市鳳山區文衡路508號1樓
中山耳鼻喉科診所,077462424,高雄市鳳山區中正路５１號
高內兒科診所,077424597,高雄市鳳山區民生路８１號
李明憲內兒科診所,077450219,高雄市鳳山區光遠路３０１號
王楩楠內兒科診所,077460334,高雄市鳳山區光遠路８２號
世全診所,077463353,高雄市鳳山區中山路７３號
陳文澤診所,077419962,高雄市鳳山區經武路２５號
一心診所,077463881,高雄市鳳山區中山路２２巷１號
壽山診所,077462334,高雄市鳳山區中正路３２號
同仁診所,077462636,高雄市鳳山區中山路213號
台安診所,077410268,高雄市鳳山區雙慈街２６號
鳳德診所,077663893,高雄市鳳山區南京路153-21號
凱旋診所,077637639,高雄市鳳山區凱旋路２６１號
蔡善教診所,077460417,高雄市鳳山區中正路４１號
寶生診所,077412128,高雄市鳳山區經武路２９５號
鳳山全民診所,077037038,高雄市鳳山區博愛路３２８號
趙大夫診所,077104010,高雄市鳳山區瑞竹路97號
何鴻鈞診所,077716819,高雄市鳳山區林森路３２４號
大和診所,077767239,高雄市鳳山區文衡路２０２號
均安診所,077533241,高雄市鳳山區中崙四路２２號
中崙診所,077533427,高雄市鳳山區中崙四路２６號
李威德診所,078227676,高雄市鳳山區五甲三路48號1樓
楊秋龍診所,077230191,高雄市鳳山區大明路１６３號
林誓揚診所,077482228,高雄市鳳山區經武路１８號
柏愛診所,7199313,高雄市鳳山區博愛路207號
明倫家醫科診所,077631703,高雄市鳳山區凱旋路365號`
宏庚診所,7109911,高雄市鳳山區鳳松路17號
太眾診所,7464592,高雄市鳳山區中正路180-1號
余成桓聯合診所,7101471,高雄市鳳山區建國路二段130號
吳辰龍耳鼻喉科診所,7661910,高雄市鳳山區新富路352354號
祐幼小兒科診所,7769977,高雄市鳳山區文衡路377號1樓
嘉美診所,7413668,高雄市鳳山區中山路79號
黃榮隆診所,07-7767700,高雄市鳳山區文衡路460號
民安診所,7464813,高雄市鳳山區光遠路298號
德川診所,7436575,高雄市鳳山區經武路228號1樓
鳳頂診所,70217667962166,高雄市鳳山區鳳頂路380號
三民診所,22617477412858,高雄市鳳山區三民路38號一、二樓
超群診所,7401582,高雄市鳳山區光遠路250號
林景星小兒科診所,077464369,高雄市鳳山區中正路１３１號
國民小兒科診所,077427925,高雄市鳳山區中正路３７號
誠愛診所,07-7556028,高雄市鳳山區誠愛路1號1樓
德安診所,07-7022957,高雄市鳳山區瑞興路416號1樓
曾建森診所,07-8121515,高雄市鳳山區五甲三路57號1-2樓
吳文誌診所,,高雄市鳳山區鳳林路258號1樓
正宏耳鼻喉科診所,7451196,高雄市鳳山區光遠路189號1樓
建億診所,07-7809119,高雄市鳳山區文濱路7號1、2樓
晶采診所,07-7037337,高雄市鳳山區中山東路128號1樓
維格診所,07-8318811,高雄市鳳山區五甲二路501號1~3樓
大欣診所,07-7993009,高雄市鳳山區文化路25號1樓
揚銘診所,7905605,高雄市鳳山區自由路111號1樓
韻田耳鼻喉科診所,07-7991966,高雄市鳳山區青年路二段146-2號1樓
文榮光診所,07-7452103,高雄市鳳山區建國路三段57號
文鳳診所,07-7807333,高雄市鳳山區文鳳路5號1樓
仁恩診所,07-8133897,高雄市鳳山區五甲三路79號一樓
雙禧診所,07-7996388,高雄市鳳山區自由路16號1樓
文山診所,07-7107010,高雄市鳳山區建國路三段157號1樓
好心診所,07-7676688,高雄市鳳山區文濱路196號1樓
新宏亞診所,07-8211218,高雄市鳳山區五甲三路14號1樓
文德診所,07-7805189,高雄市鳳山區文衡路295號1樓
詹文祥耳鼻喉科診所,07-7425003,高雄市鳳山區曹公路14號1樓
孟昌診所,07-7650908,高雄市鳳山區海洋二路39號1樓
九大五甲診所,07-7276789,高雄市鳳山區一甲里23鄰五甲二路348號1樓
大銘診所,07-7993009,高雄市鳳山區文化路25號1樓
歐洲診所,07-7996814,高雄市鳳山區光遠路91號1樓
蕙恩診所,,高雄市鳳山區文英里建國路3段20號1樓
協民診所,8228162,高雄市鳳山區龍成路10號1樓
吳萍建小兒科診所,7191180,高雄市鳳山區瑞竹里瑞明街90巷8號1樓
嘉安診所,07-7903688,高雄市鳳山區中山路146-2號1樓
國泰診所,7109666,高雄市鳳山區國泰路一段106號1樓
吳文紹診所,078111688,高雄市鳳山區五甲三路３號
張晉源耳鼻喉科診所,7775450,高雄市鳳山區文衡路451號1樓
聖光診所,7462671,高雄市鳳山區中山東路159號1、2樓
佳醫診所,7669191,高雄市鳳山區五甲二路357號
芳鄰小兒科診所,7277988,高雄市鳳山區五甲二路352之1號
元富診所,7638666,高雄市鳳山區新富路237號1、2樓
吉田小兒科診所,7517095,高雄市鳳山區五甲二路239號
謝豐榮耳鼻喉科診所,7669222,高雄市鳳山區大明路45號
鴻遠診所,7901731,高雄市鳳山區光遠路77號4、5樓
長新診所,7196633,高雄市鳳山區建國路二段59、59-1、59-2、59-3號
詠馨診所,8119789,高雄市鳳山區五福一路2號、6號
啟仁診所,7423279,高雄市鳳山區自由路137號
家康診所,8118967,高雄市鳳山區五甲三路81號1及2樓
牛伯伯兒科診所,07-7808123,高雄市鳳山區建國路三段338號
快樂心靈診所,07-7686789,高雄市鳳山區五甲二路315號
新石津診所,07-7682288,高雄市鳳山區自強二路112號
鄭紹茂診所,,高雄市鳳山區五甲二路186號
安安診所,07-7689615,高雄市鳳山區五甲三路111號1樓
松佑診所,07-7802222,高雄市鳳山區文德路92號
文華耳鼻喉科診所,07-7902555,高雄市鳳山區文化路117號1樓
祐祥診所,07-7903268,高雄市鳳山區文化路91號1樓
李耳鼻喉科診所,7420100,高雄市鳳山區三民路210號
達特楊診所,07-8159988,高雄市鳳山區五甲三路119號1F
葉耳鼻喉科診所,07-7778783,高雄市鳳山區青年路二段373號1樓
林昭哲診所,07-7633399,高雄市鳳山區新富路282號1樓
黃智興診所,7276688,高雄市鳳山區五甲二路356之1號1樓
雅皮膚科診所,07-7677776,高雄市鳳山區青年路二段369號1樓
大明內兒科診所,077814268,高雄市大寮區鳳林三路２４６號
宜和內兒科診所,077816825,高雄市大寮區鳳林三路３４１號
劉明海診所,077817358,高雄市大寮區鳳林三路４５８號
洪耳鼻喉科診所,077861305,高雄市大寮區鳳林四路156號
健聖診所,077861303,高雄市大寮區中正路２號
大統內兒科診所,77836127,高雄市大寮區鳳林四路五十六號
嘉德耳鼻喉科診所,07-7022626,高雄市大寮區鳳屏一路441.443號
幸安診所,07-7812855,高雄市大寮區永芳里鳳林三路526號1、2樓
喉康診所,7017100,高雄市大寮區中庄里仁愛路82號1樓
佳和耳鼻喉科診所,7821500,高雄市大寮區鳳林三路516號
天仁診所,076512651,高雄市大寮區溪寮路７號
大新診所,07-7882651,高雄市大寮區大寮路511號
奈良診所,077860628,高雄市大寮區鳳林四路228號
大寮進安診所,07-7812211,高雄市大寮區鳳林四路134-1號
親親家庭診所,077013483,高雄市大寮區鳳屏一路538號
大順診所,077038417,高雄市大寮區鳳屏一路５６２號
郭其靈診所,077823335,高雄市大寮區鳳林三路541.543號
鳳信診所,7036751,高雄市大寮區鳳屏一路574號
新高聖診所,7881271,高雄市大寮區鳳林一路7之63號1樓
張文豪診所,7816276,高雄市大寮區內厝路201號
張桐榮診所,07-7825382,高雄市大寮區鳳林三路573、575號
實美皮膚科診所,7817578,高雄市大寮區鳳林四路170之8號
圓明診所,07-6433298,高雄市大寮區鳳林一路147號
大發診所,07-7882078,高雄市大寮區潮寮里潮龍路202號1樓
大慶診所,07-6518035,高雄市大寮區九和路5號1樓、13號1樓
蕭宏儒診所,07-7889258,高雄市大寮區大寮路595號1樓
杏安診所,07-7810565,高雄市大寮區琉球里琉球路107-25號1樓
大承耳鼻喉科診所,07-7013668,高雄市大寮區鳳屏一路464號1樓
太樹診所,076518042,高雄市大寮區義和里九和路９號
梅振英耳鼻喉科診所,076438553,高雄市林園區林園北路２２６號
回春診所,076412679,高雄市林園區林園北路202號
陳鍾靈診所,0764296536429651,高雄市林園區信義路16號
仁德耳鼻喉科診所,07-6412262,高雄市林園區東林西路166號
長泰診所,07-6452776,高雄市林園區王公路483號
聯美診所,6433512,高雄市林園區林園北路344號
陳耳鼻喉科診所,6420796,高雄市林園區林園北路234號
楊文昌診所,076436411,高雄市林園區東林西路２８１號
林偉浩診所,073361252,高雄市林園區椰樹東巷巷８９號
蔡承訓診所,076452335,高雄市林園區東林西路270號
賴守志診所,076451888,高雄市林園區鳳林路二段１２３號
廣仁診所,076434576,高雄市林園區東林西路２０８號
普愛診所,6439286,高雄市林園區鳳林路二段757號
正宜診所,6413300,高雄市林園區東林西路160號1樓
加安診所,07-6433136,高雄市林園區忠孝西路61號
建芳診所,07-6467666,高雄市林園區東林東路28號1樓
川宏診所,07-6452520,高雄市林園區鳳林路一段74號1樓
黃英豪診所,076412134,高雄市林園區林園北路１８８號
孫內．兒科診所,077468737,高雄市鳥松區烏松村中正路６２號
劉金龍診所,077313935,高雄市鳥松區學堂路華美里學堂路78-5號
德惠診所,077310367,高雄市鳥松區烏松村中正路１４２號
藍偉宏診所,077338715,高雄市鳥松區仁美里學堂路105之１號1樓
聯安診所,7335076,高雄市鳥松區中正路343號
明昇診所,076511578,高雄市大樹區檨腳里實踐街８８號
高典診所,,高雄市大樹區檨腳里中興西路49-2號1樓
景安診所,076521856,高雄市大樹區樣腳村實踐街２２４號
丰聯診所,076519312,高雄市大樹區建村街74號
黃百祿診所,07-6522708,高雄市大樹區中興東路46號
宏彰診所,07-6527531,高雄市大樹區中正一路423號
啟泰診所,076512450,高雄市大樹區久堂里中興街５０巷３號
立安診所,077476896,高雄市大樹區水寮里中山路１９７號
國防部軍備局二０三廠醫務室,076563667,高雄市大樹區興田里３５號
學城診所,07-6577215,高雄市大樹區學城路1段8巷41號
佛光聯合診所,07-6561921,高雄市大樹區興田里興田路154號1樓
愛德診所,（07）6524197,高雄市大樹區久堂里久堂路147號
尚文診所,6527978,高雄市大樹區久堂里久堂路30號1樓
大森診所,07-6527680,高雄市大樹區久堂里中興街89號1樓
愛仁診所,76525668,高雄市大樹區久堂里九堂路147號
仁厚診所,76613515,高雄市旗山區延平一路１３７號
周大雅診所,6625132,高雄市旗山區延平一路562號
圓潭診所,6693669,高雄市旗山區旗甲路二段348號
鄭小兒科診所,076617842,高雄市旗山區中山路１８６號
民愛診所,76617221,高雄市旗山區復新街１５號
信安小兒科診所,6627007,高雄市旗山區延平一路228之8號
芳民診所,6622355,高雄市旗山區德昌路16號
王致瑋小兒科診所,6629922,高雄市旗山區延平一路485號1樓及485-1號1樓
鄭耳鼻喉科診所,6627165,高雄市旗山區大同街39號1樓
溫朝貴診所,076612558,高雄市旗山區東新街１８號
順安診所,07-6693663,高雄市旗山區旗甲路二段181號1樓
許銘誠診所,07-6611166,高雄市旗山區延平一路542號1樓
群安診所,07-6621635,高雄市旗山區延平一路226號1樓
大元診所,07-6612100,高雄市旗山區延平一路643號1樓
思傑診所,07-6622663,高雄市旗山區延平一路722-5號1樓
大政診所,07-6622588,高雄市旗山區瑞吉里延平一路337號1樓
大惠診所,07-6622588,高雄市旗山區延平一路337號1樓
許國庭耳鼻喉科診所,076618654,高雄市旗山區延平一路６９７號
楊皮膚科診所,076625322,高雄市旗山區延平一路６７９號
林博仁診所,076621000,高雄市旗山區延平一路229號
王啟彰診所,076622089,高雄市旗山區復新東街8號
李本源診所,076621826,高雄市旗山區延平一路４７１號
永明診所,076812803,高雄市美濃區永安路２１５號
吳文豪診所,,高雄市美濃區永安路２５７號
和美診所,07-3681658,高雄市美濃區祿興里中正路二段168號1樓
明道內兒科診所,076812502,高雄市美濃區中山路３９號
安祐診所,07-6821208,高雄市美濃區美中路121號
李樹榮診所,076812189,高雄市美濃區中正路一段一七號
霑龍診所,76812593,高雄市美濃區泰安路１５號
小太陽診所,076812332,高雄市美濃區成功路１２９號
吳文禮診所,,高雄市美濃區中正路一段４１號
同安診所,076891559,高雄市六龜區太平路5號
大嘉診所,6895789,高雄市六龜區太平路114號
六龜再生診所,07-6892201,高雄市六龜區光復路30號1樓
鄉和診所,07-6893359,高雄市六龜區光復路335號
怡生診所,076671476,高雄市內門區觀亭里南屏路248號
陳內兒科診所,076601689,高雄市內門區永興里頂庄１８號
觀亭診所,07-6674882,高雄市內門區觀亭里中正路168、170號
協德診所,6773997,高雄市杉林區上平里山北路46號
台源診所,6771614,高雄市杉林區上平里山仙路37之2號
嶺安診所,6753489,高雄市甲仙區和安街32號1樓
永恩診所,6921055,高雄市茄萣區茄萣路二段270號1樓、270-1號1樓
加昇診所,07-6900268,高雄市茄萣區仁愛路三段56巷1-5號2號1樓
